date;2020-03-30T20:15:37.248211;temperature;7.1;humidity;62
date;2020-03-30T20:16:25.309765;temperature;7.1;humidity;62
date;2020-03-30T20:31:36.984090;temperature;6.9;humidity;63
date;2020-03-30T20:44:25.462980;temperature;6.8;humidity;63
date;2020-03-30T20:45:13.021068;temperature;6.7;humidity;63
date;2020-03-30T20:46:01.081739;temperature;6.7;humidity;63
date;2020-03-30T20:46:49.143120;temperature;6.7;humidity;63
date;2020-03-30T20:59:37.113771;temperature;6.6;humidity;62
date;2020-03-30T21:14:01.197743;temperature;6.3;humidity;62
date;2020-03-30T21:14:49.258436;temperature;6.3;humidity;62
date;2020-03-30T21:15:37.320614;temperature;6.3;humidity;62
date;2020-03-30T21:29:13.349730;temperature;5.9;humidity;62
date;2020-03-30T21:31:37.034218;temperature;5.9;humidity;62
date;2020-03-30T21:44:25.010110;temperature;5.6;humidity;62
date;2020-03-30T21:46:01.129545;temperature;5.6;humidity;62
date;2020-03-30T21:46:49.190220;temperature;5.5;humidity;62
date;2020-03-30T21:59:37.162984;temperature;5.3;humidity;62
date;2020-03-30T22:00:25.222995;temperature;5.3;humidity;62
date;2020-03-30T22:14:01.255653;temperature;5.1;humidity;62
date;2020-03-30T22:14:49.315988;temperature;5.1;humidity;62
date;2020-03-30T22:15:37.375949;temperature;5.1;humidity;62
date;2020-03-30T22:16:24.937157;temperature;5.1;humidity;62
date;2020-03-30T22:30:00.975201;temperature;4.9;humidity;62
date;2020-03-30T22:31:37.099075;temperature;4.9;humidity;62
date;2020-03-30T22:45:13.134472;temperature;4.7;humidity;62
date;2020-03-30T22:46:49.257478;temperature;4.7;humidity;62
date;2020-03-30T22:59:37.234389;temperature;4.6;humidity;62
date;2020-03-30T23:01:13.305727;temperature;4.5;humidity;62
date;2020-03-30T23:14:01.279081;temperature;4.3;humidity;62
date;2020-03-30T23:14:49.339672;temperature;4.3;humidity;62
date;2020-03-30T23:15:36.899702;temperature;4.3;humidity;62
date;2020-03-30T23:16:24.961739;temperature;4.3;humidity;62
date;2020-03-30T23:29:12.935265;temperature;4.2;humidity;62
date;2020-03-30T23:30:49.061082;temperature;4.2;humidity;62
date;2020-03-30T23:44:25.100466;temperature;4.1;humidity;62
date;2020-03-30T23:45:13.162988;temperature;4.0;humidity;62
date;2020-03-30T23:46:49.285733;temperature;4.0;humidity;62
date;2020-03-30T23:59:37.262426;temperature;3.9;humidity;62
date;2020-03-31T00:14:48.917811;temperature;3.8;humidity;62
date;2020-03-31T00:15:36.978449;temperature;3.8;humidity;62
date;2020-03-31T00:16:25.040098;temperature;3.7;humidity;62
date;2020-03-31T00:30:01.078961;temperature;3.6;humidity;62
date;2020-03-31T00:30:49.137555;temperature;3.6;humidity;62
date;2020-03-31T00:31:37.199287;temperature;3.6;humidity;62
date;2020-03-31T00:44:25.172610;temperature;3.5;humidity;62
date;2020-03-31T00:46:01.294665;temperature;3.5;humidity;62
date;2020-03-31T00:59:36.831977;temperature;3.4;humidity;62
date;2020-03-31T01:00:24.894183;temperature;3.4;humidity;62
date;2020-03-31T01:01:12.953298;temperature;3.4;humidity;62
date;2020-03-31T01:14:00.926451;temperature;3.3;humidity;62
date;2020-03-31T01:14:48.986953;temperature;3.3;humidity;62
date;2020-03-31T01:15:37.050597;temperature;3.2;humidity;62
date;2020-03-31T01:31:37.265511;temperature;3.1;humidity;62
date;2020-03-31T01:44:25.233789;temperature;3.1;humidity;62
date;2020-03-31T01:45:13.292187;temperature;3.1;humidity;62
date;2020-03-31T01:46:00.853748;temperature;3.1;humidity;62
date;2020-03-31T01:46:48.914768;temperature;3.1;humidity;62
date;2020-03-31T01:59:36.882076;temperature;2.9;humidity;63
date;2020-03-31T02:00:24.942435;temperature;2.9;humidity;63
